payitem_number,payitem_desc,unit,quantity,county,district,contract,item,awarded_price,letting_date,id
28000400,PERIMETER EROS BAR,FOOT,16134.000,CLINTON,8,76887,58,2.75,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,4858.000,COOK,1,60X79,3,2,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,27661.000,COOK,1,60X93,4,2,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,5411.000,COOK,1,62A36,5,2.2,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,3860.000,DUPAGE,1,61E06,78,2,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,1195.000,HENRY,2,85672,90,3,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,1449.000,KANE,1,61E67,79,2,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,1137.000,KANE,1,61E75,80,1,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,714.000,KANE,1,61E99,81,3.51,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,5500.000,KANE,1,61F04,83,3.1,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,3737.000,KANE,1,62B31,36,2,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,4678.000,KANE,1,62F16,8,1.95,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,3138.000,KANKAKEE,3,66956,19,2.48,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,1800.000,KENDALL,3,87665,91,3,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,1829.000,LAKE,1,62D35,7,2.3,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,217.000,LASALLE,3,66F12,20,8,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,1845.000,LOGAN,6,93721,98,5.67,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,715.000,MCDONOUGH,4,89747,93,1.5,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,6655.000,MCHENRY,1,60T13,2,1.79,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,2330.000,MCLEAN,5,70752,21,2.75,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,400.000,MOULTRIE,7,74358,26,3.7,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,7361.000,PEORIA,4,68185,42,3.5,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,282.000,PIATT,5,91555,95,2.75,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,153.000,PIATT,5,91580,97,8,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,52410.000,SANGAMON,6,72B37,22,4.18,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,9650.000,VERMILION,5,70D07,76,1.4,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,2785.000,WILL,1,61F19,89,2,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,2700.000,WILLIAMSON,9,78363,59,6.55,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,3135.000,WINNEBAGO,2,46903,99,3.6,11/9/2018,
28000400,PERIMETER EROS BAR,FOOT,4989.000,WINNEBAGO,2,64B87,45,3,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,7.000,ADAMS,6,93711,101,50,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,1.000,BUREAU,3,87686,92,200,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,27.000,CHAMPAIGN,5,91550,94,175,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,10.000,CLINTON,8,76887,58,110,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,3.000,HENRY,2,85672,90,150,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,3.000,KANE,1,61E67,79,155,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,16.000,KANE,1,61F04,83,200,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,4.000,KANKAKEE,3,66956,19,192.5,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,1.000,KENDALL,3,87665,91,175,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,12.000,LAKE,1,62D35,7,100,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,1.000,LASALLE,3,66A57,39,192.5,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,1.000,LASALLE,3,66F12,20,237,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,1.000,LOGAN,6,93721,98,452.81,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,6.000,MCHENRY,1,60T13,2,153.75,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,11.000,MCLEAN,5,70752,21,135,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,15.000,PEORIA,4,68185,42,300,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,1.000,PIATT,5,91580,97,50,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,73.000,SANGAMON,6,72B37,22,329.59,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,85.000,VERMILION,5,70D07,76,50,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,33.000,WILLIAMSON,9,78363,59,239.7,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,51.000,WINNEBAGO,2,46903,99,107,11/9/2018,
28000500,INLET & PIPE PROTECT,EACH,21.000,WINNEBAGO,2,64B87,45,350,11/9/2018,
28000510,INLET FILTERS,EACH,32.000,CHAMPAIGN,5,91576,96,150,11/9/2018,
28000510,INLET FILTERS,EACH,72.000,COOK,1,60X79,3,148,11/9/2018,
28000510,INLET FILTERS,EACH,203.000,COOK,1,60X93,4,150,11/9/2018,
28000510,INLET FILTERS,EACH,129.000,COOK,1,61F14,87,120,11/9/2018,
28000510,INLET FILTERS,EACH,45.000,COOK,1,61F16,88,15,11/9/2018,
28000510,INLET FILTERS,EACH,24.000,COOK,1,62A36,5,150,11/9/2018,
28000510,INLET FILTERS,EACH,134.000,DUPAGE,1,61E06,78,148,11/9/2018,
28000510,INLET FILTERS,EACH,20.000,KANE,1,61E67,79,150,11/9/2018,
28000510,INLET FILTERS,EACH,7.000,KANE,1,61E75,80,15,11/9/2018,
28000510,INLET FILTERS,EACH,10.000,KANE,1,61E99,81,186.38,11/9/2018,
28000510,INLET FILTERS,EACH,50.000,KANE,1,61F04,83,125,11/9/2018,
28000510,INLET FILTERS,EACH,28.000,KANE,1,62F16,8,150,11/9/2018,
28000510,INLET FILTERS,EACH,5.000,MCHENRY,1,60T13,2,169.12,11/9/2018,
28000510,INLET FILTERS,EACH,38.000,WILL,1,61F19,89,0.01,11/9/2018,
28000510,INLET FILTERS,EACH,18.000,WINNEBAGO,2,46903,99,167,11/9/2018,
28000510,INLET FILTERS,EACH,52.000,WINNEBAGO,2,64B87,45,180,11/9/2018,
28001000,AGGREGATE - EROS CONT,TON,274.000,LIVINGSTON,3,66J49,48,69.5,11/9/2018,
28001100,TEMP EROS CONTR BLANK,SQ YD,30519.000,CLINTON,8,76887,58,2,11/9/2018,
28001100,TEMP EROS CONTR BLANK,SQ YD,500.000,COOK,1,61F14,87,0.1,11/9/2018,
28001100,TEMP EROS CONTR BLANK,SQ YD,16.000,DUPAGE,1,61E06,78,0.7,11/9/2018,
28001100,TEMP EROS CONTR BLANK,SQ YD,332.000,JACKSON,9,78674,63,3.3,11/9/2018,
28001100,TEMP EROS CONTR BLANK,SQ YD,16686.000,KANE,1,61E67,79,1.1,11/9/2018,
28001100,TEMP EROS CONTR BLANK,SQ YD,3839.000,KANE,1,62B31,36,1,11/9/2018,
28001100,TEMP EROS CONTR BLANK,SQ YD,19877.000,KANKAKEE,3,66956,19,1.27,11/9/2018,
28001100,TEMP EROS CONTR BLANK,SQ YD,9196.000,LAKE,1,62D35,7,0.8,11/9/2018,
28001100,TEMP EROS CONTR BLANK,SQ YD,187494.000,WINNEBAGO,2,64B87,45,0.01,11/9/2018,
28001200,TEMP HD EROS CONTR BL,SQ YD,16309.000,CLINTON,8,76887,58,2.3,11/9/2018,
28100101,STONE RIPRAP CL A1,SQ YD,88.000,KANE,1,62D43,68,45,11/9/2018,
28100105,STONE RIPRAP CL A3,SQ YD,40.000,COOK,1,62A36,5,85,11/9/2018,
28100105,STONE RIPRAP CL A3,SQ YD,93.000,KANE,1,61E67,79,34.41,11/9/2018,
28100105,STONE RIPRAP CL A3,SQ YD,36.000,KANE,1,61F04,83,77,11/9/2018,
28100105,STONE RIPRAP CL A3,SQ YD,53.300,KANE,1,62F16,8,75,11/9/2018,
28100105,STONE RIPRAP CL A3,SQ YD,11.000,LASALLE,3,66A57,39,45,11/9/2018,
28100105,STONE RIPRAP CL A3,SQ YD,34.000,MCHENRY,1,60T13,2,55.44,11/9/2018,
28100105,STONE RIPRAP CL A3,SQ YD,474.000,ST. CLAIR,8,76945,31,56.45,11/9/2018,
28100105,STONE RIPRAP CL A3,SQ YD,346.000,WINNEBAGO,2,46903,99,69.69,11/9/2018,
28100105,STONE RIPRAP CL A3,SQ YD,8736.000,WINNEBAGO,2,64B87,45,16.88,11/9/2018,
28100107,STONE RIPRAP CL A4,SQ YD,313.000,ADAMS,6,93711,101,55,11/9/2018,
28100107,STONE RIPRAP CL A4,SQ YD,426.000,CLINTON,8,76887,58,57,11/9/2018,
28100107,STONE RIPRAP CL A4,SQ YD,267.000,KANE,1,62B31,36,40,11/9/2018,
28100107,STONE RIPRAP CL A4,SQ YD,1447.000,LASALLE,3,66A57,39,55,11/9/2018,
28100107,STONE RIPRAP CL A4,SQ YD,41.000,LASALLE,3,66F12,20,95,11/9/2018,
28100107,STONE RIPRAP CL A4,SQ YD,1550.000,MCLEAN,5,70752,21,55,11/9/2018,
28100107,STONE RIPRAP CL A4,SQ YD,396.000,WINNEBAGO,2,46903,99,53.63,11/9/2018,
28100107,STONE RIPRAP CL A4,SQ YD,390.000,WINNEBAGO,2,64B87,45,71.12,11/9/2018,
28100109,STONE RIPRAP CL A5,SQ YD,1542.000,CLINTON,8,76887,58,100,11/9/2018,
28100109,STONE RIPRAP CL A5,SQ YD,830.000,KENDALL,3,87665,91,78,11/9/2018,
28100109,STONE RIPRAP CL A5,SQ YD,124.000,LAWRENCE,7,74619,27,65,11/9/2018,
28100109,STONE RIPRAP CL A5,SQ YD,680.000,MCLEAN,5,70752,21,105,11/9/2018,
28100109,STONE RIPRAP CL A5,SQ YD,262.000,MOULTRIE,7,74358,26,76.08,11/9/2018,
28100109,STONE RIPRAP CL A5,SQ YD,427.000,PIATT,5,91555,95,89,11/9/2018,
28100109,STONE RIPRAP CL A5,SQ YD,961.000,WINNEBAGO,2,64B87,45,53.72,11/9/2018,
28100125,STONE RIPRAP CL B3,SQ YD,8.000,LAKE,1,62D35,7,185,11/9/2018,
28100201,STONE RIPRAP CL A1,TON,31.000,MCLEAN,5,70752,21,90,11/9/2018,
28100205,STONE RIPRAP CL A3,TON,920.000,BUREAU,3,87686,92,55,11/9/2018,
28100209,STONE RIPRAP CL A5,TON,1060.000,HENRY,2,85672,90,55,11/9/2018,
28100209,STONE RIPRAP CL A5,TON,5360.000,PEORIA,4,68185,42,91,11/9/2018,
28100705,STONE DUMP RIP CL A3,SQ YD,12.000,LAKE,1,60R79,1,150,11/9/2018,
28100707,STONE DUMP RIP CL A4,SQ YD,260.000,ADAMS,6,93711,101,55,11/9/2018,
28100707,STONE DUMP RIP CL A4,SQ YD,172.000,TAZEWELL,4,68D85,34,76,11/9/2018,
28100707,STONE DUMP RIP CL A4,SQ YD,72.000,WILLIAMSON,9,78363,59,44.69,11/9/2018,
28100709,STONE DUMP RIP CL A5,SQ YD,375.000,ADAMS,6,93711,101,70,11/9/2018,
28100805,STONE DUMP RIP CL A3,TON,190.000,MOULTRIE,7,74358,26,44.81,11/9/2018,
28100807,STONE DUMP RIP CL A4,TON,2367.000,LOGAN,6,93721,98,68.05,11/9/2018,
28100807,STONE DUMP RIP CL A4,TON,2029.000,PEORIA,4,68185,42,95,11/9/2018,
28100807,STONE DUMP RIP CL A4,TON,3985.000,SANGAMON,6,72B37,22,60.88,11/9/2018,
28100809,STONE DUMP RIP CL A5,TON,1525.000,CLINTON,8,76887,58,51,11/9/2018,
28100809,STONE DUMP RIP CL A5,TON,87.000,PEORIA,4,68185,42,97,11/9/2018,
28100825,STONE DUMP RIP CL B3,TON,2235.000,PEORIA,4,68185,42,63,11/9/2018,
28100830,STONE DUMP RIP CL B4,TON,640.000,MCDONOUGH,4,89747,93,46,11/9/2018,
28200200,FILTER FABRIC,SQ YD,1046.000,ADAMS,6,93711,101,2,11/9/2018,
28200200,FILTER FABRIC,SQ YD,1818.000,CLINTON,8,76887,58,2.25,11/9/2018,
28200200,FILTER FABRIC,SQ YD,343.000,COOK,1,60X93,4,2.25,11/9/2018,
28200200,FILTER FABRIC,SQ YD,900.000,HENRY,2,85672,90,3,11/9/2018,
28200200,FILTER FABRIC,SQ YD,93.000,KANE,1,61E67,79,5.25,11/9/2018,
28200200,FILTER FABRIC,SQ YD,36.000,KANE,1,61F04,83,12.58,11/9/2018,
28200200,FILTER FABRIC,SQ YD,267.000,KANE,1,62B31,36,2,11/9/2018,
28200200,FILTER FABRIC,SQ YD,53.300,KANE,1,62F16,8,20,11/9/2018,
28200200,FILTER FABRIC,SQ YD,650.000,KENDALL,3,87665,91,3.25,11/9/2018,
28200200,FILTER FABRIC,SQ YD,1447.000,LASALLE,3,66A57,39,3,11/9/2018,
28200200,FILTER FABRIC,SQ YD,41.000,LASALLE,3,66F12,20,19,11/9/2018,
28200200,FILTER FABRIC,SQ YD,124.000,LAWRENCE,7,74619,27,5,11/9/2018,
28200200,FILTER FABRIC,SQ YD,2956.000,LOGAN,6,93721,98,1.9,11/9/2018,
28200200,FILTER FABRIC,SQ YD,30.000,MCHENRY,1,60T13,2,7.92,11/9/2018,
28200200,FILTER FABRIC,SQ YD,2220.000,MCLEAN,5,70752,21,1.5,11/9/2018,
28200200,FILTER FABRIC,SQ YD,262.000,MOULTRIE,7,74358,26,2.54,11/9/2018,
28200200,FILTER FABRIC,SQ YD,7541.000,PEORIA,4,68185,42,2.5,11/9/2018,
28200200,FILTER FABRIC,SQ YD,427.000,PIATT,5,91555,95,2.5,11/9/2018,
28200200,FILTER FABRIC,SQ YD,6403.000,SANGAMON,6,72B37,22,1.56,11/9/2018,
28200200,FILTER FABRIC,SQ YD,72.000,WILLIAMSON,9,78363,59,5.35,11/9/2018,
28200200,FILTER FABRIC,SQ YD,396.000,WINNEBAGO,2,46903,99,3.42,11/9/2018,
28200200,FILTER FABRIC,SQ YD,10086.000,WINNEBAGO,2,64B87,45,0.85,11/9/2018,
28500400,ARTICUL BLOCK REV MAT,SQ YD,18.000,WINNEBAGO,2,46903,99,462.91,11/9/2018,
30200650,PROCESS MOD SOIL 12,SQ YD,534.000,JACKSON,9,78674,63,11.69,11/9/2018,
30201500,LIME,TON,408.000,WILLIAMSON,9,78363,59,148.75,11/9/2018,
30300001,AGG SUBGRADE IMPROVE,CU YD,1597.000,COOK,1,60X79,3,50,11/9/2018,
30300001,AGG SUBGRADE IMPROVE,CU YD,4759.000,COOK,1,60X93,4,30,11/9/2018,
30300001,AGG SUBGRADE IMPROVE,CU YD,2000.000,COOK,1,61F16,88,36,11/9/2018,
30300001,AGG SUBGRADE IMPROVE,CU YD,744.000,COOK,1,62A36,5,39,11/9/2018,
30300001,AGG SUBGRADE IMPROVE,CU YD,374.000,DUPAGE,1,61E06,78,42.66,11/9/2018,
30300001,AGG SUBGRADE IMPROVE,CU YD,468.000,KANE,1,61E67,79,41.8,11/9/2018,
30300001,AGG SUBGRADE IMPROVE,CU YD,38.000,KANE,1,61E75,80,10,11/9/2018,
30300001,AGG SUBGRADE IMPROVE,CU YD,713.000,KANE,1,61F04,83,37,11/9/2018,
30300001,AGG SUBGRADE IMPROVE,CU YD,166.000,KANE,1,62B31,36,98,11/9/2018,
30300001,AGG SUBGRADE IMPROVE,CU YD,918.000,KANE,1,62F16,8,70,11/9/2018,
30300001,AGG SUBGRADE IMPROVE,CU YD,551.000,MCHENRY,1,60T13,2,47.54,11/9/2018,
30300001,AGG SUBGRADE IMPROVE,CU YD,70.000,WILL,1,61F19,89,50,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,6525.000,COOK,1,60X79,3,18,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,14378.000,COOK,1,60X93,4,10,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,11000.000,COOK,1,61F16,88,11.15,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,6606.000,COOK,1,62A36,5,12,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,7207.000,DUPAGE,1,61E06,78,14.24,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,4288.000,KANE,1,61E67,79,13.56,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,902.000,KANE,1,61E75,80,15,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,104.000,KANE,1,61E99,81,27.01,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,21378.000,KANE,1,61F04,83,7,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,6076.000,KANE,1,62B31,36,21,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,19462.000,KANE,1,62F16,8,14.67,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,5680.000,KANKAKEE,3,66956,19,16,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,3632.000,KENDALL,3,87665,91,17,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,12390.000,LIVINGSTON,3,66H50,73,17.5,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,9829.000,MCHENRY,1,60T13,2,16.51,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,7621.000,WILL,1,61F19,89,9,11/9/2018,
30300112,AGG SUBGRADE IMPR  12,SQ YD,91537.000,WINNEBAGO,2,64B87,45,9.45,11/9/2018,
30300118,AGG SUBGRADE IMPR  18,SQ YD,8476.000,WINNEBAGO,2,64B87,45,12.67,11/9/2018,
30300121,AGG SUBGRADE IMPR  21,SQ YD,14388.000,WINNEBAGO,2,64B87,45,14.29,11/9/2018,
30300124,AGG SUBGRADE IMPR  24,SQ YD,2362.000,WINNEBAGO,2,64B87,45,16.98,11/9/2018,
30300127,AGG SUBGRADE IMPR  27,SQ YD,1167.000,WINNEBAGO,2,64B87,45,17.96,11/9/2018,
31001500,LIME,TON,13.000,JACKSON,9,78674,63,225.08,11/9/2018,
31100100,SUB GRAN MAT A,TON,11057.000,CLINTON,8,76887,58,24,11/9/2018,
31100300,SUB GRAN MAT A  4,SQ YD,1033.000,LIVINGSTON,3,66J49,48,9.35,11/9/2018,
31100300,SUB GRAN MAT A  4,SQ YD,4855.000,PEORIA,4,68185,42,14.2,11/9/2018,
31100300,SUB GRAN MAT A  4,SQ YD,522.000,WILLIAMSON,9,78363,59,12.77,11/9/2018,
31100300,SUB GRAN MAT A  4,SQ YD,411.000,WINNEBAGO,2,46903,99,5.4,11/9/2018,
31100900,SUB GRAN MAT A 10,SQ YD,131262.000,WILLIAMSON,9,78363,59,11.5,11/9/2018,
31100910,SUB GRAN MAT A 12,SQ YD,17100.000,CLINTON,8,76887,58,16,11/9/2018,
31100910,SUB GRAN MAT A 12,SQ YD,210.000,LASALLE,3,66F12,20,44,11/9/2018,
31100910,SUB GRAN MAT A 12,SQ YD,11470.000,PEORIA,4,68185,42,21.6,11/9/2018,
31101000,SUB GRAN MAT B,TON,604.000,KANE,1,61E99,81,35.99,11/9/2018,
31101100,SUB GRAN MAT B,CU YD,334.000,COOK,1,60X93,4,32,11/9/2018,
31101100,SUB GRAN MAT B,CU YD,68.000,KANE,1,62D43,68,50,11/9/2018,
31101100,SUB GRAN MAT B,CU YD,432.000,MCHENRY,1,60T13,2,64.32,11/9/2018,
31101200,SUB GRAN MAT B  4,SQ YD,3786.000,COOK,1,60X79,3,6.22,11/9/2018,
31101200,SUB GRAN MAT B  4,SQ YD,12213.000,COOK,1,60X93,4,9,11/9/2018,
31101200,SUB GRAN MAT B  4,SQ YD,2775.000,COOK,1,62A36,5,4,11/9/2018,
31101200,SUB GRAN MAT B  4,SQ YD,755.000,KANE,1,61E67,79,9.23,11/9/2018,
31101200,SUB GRAN MAT B  4,SQ YD,2629.000,KANE,1,61F04,83,10,11/9/2018,
31101200,SUB GRAN MAT B  4,SQ YD,727.000,KANE,1,62B31,36,15,11/9/2018,
31101200,SUB GRAN MAT B  4,SQ YD,484.000,KANE,1,62D43,68,7.5,11/9/2018,
31101200,SUB GRAN MAT B  4,SQ YD,6080.000,KANE,1,62F16,8,15,11/9/2018,
31101200,SUB GRAN MAT B  4,SQ YD,1490.000,MCHENRY,1,60T13,2,8.7,11/9/2018,
31101200,SUB GRAN MAT B  4,SQ YD,6847.000,SANGAMON,6,72B37,22,15.06,11/9/2018,
31101400,SUB GRAN MAT B  6,SQ YD,187.000,COOK,1,60X93,4,10,11/9/2018,
31101400,SUB GRAN MAT B  6,SQ YD,101.000,KANE,1,61E75,80,10,11/9/2018,
31101600,SUB GRAN MAT B  8,SQ YD,181.000,COOK,1,60X79,3,22.87,11/9/2018,
31101600,SUB GRAN MAT B  8,SQ YD,2390.000,COOK,1,60X93,4,10,11/9/2018,
31101810,SUB GRAN MAT B 12,SQ YD,108.000,WINNEBAGO,2,64B87,45,27.15,11/9/2018,
31101900,SUB GRAN MAT C,TON,928.000,CLINTON,8,76887,58,42,11/9/2018,
31101900,SUB GRAN MAT C,TON,67.000,LAWRENCE,7,74619,27,50,11/9/2018,
31101900,SUB GRAN MAT C,TON,165.000,MADISON,8,76L41,32,40.25,11/9/2018,
31101900,SUB GRAN MAT C,TON,20.000,VERMILION,5,70D07,76,75,11/9/2018,
31102000,SUB GRAN MAT C,CU YD,143.000,KANE,1,62B31,36,137,11/9/2018,
31102000,SUB GRAN MAT C,CU YD,6486.000,WILLIAMSON,9,78363,59,41.28,11/9/2018,
31102100,SUB GRAN MAT C  4,SQ YD,4956.000,LIVINGSTON,3,66H50,73,5,11/9/2018,
31200100,STAB SUBBASE 4,SQ YD,11352.000,MADISON,8,76L41,32,20.5,11/9/2018,
31200500,STAB SUBBASE HMA    4,SQ YD,3289.000,COOK,1,60X79,3,38,11/9/2018,
31200500,STAB SUBBASE HMA    4,SQ YD,9615.000,COOK,1,60X93,4,32.5,11/9/2018,
31200500,STAB SUBBASE HMA    4,SQ YD,490.000,KANE,1,62F16,8,20,11/9/2018,
31200500,STAB SUBBASE HMA    4,SQ YD,7434.000,LIVINGSTON,3,66H50,73,18,11/9/2018,
31200500,STAB SUBBASE HMA    4,SQ YD,89664.000,WINNEBAGO,2,64B87,45,13.65,11/9/2018,
35100100,AGG BASE CSE A,TON,676.000,HENRY,2,85672,90,28,11/9/2018,
35100100,AGG BASE CSE A,TON,1958.000,LOGAN,6,93721,98,36.84,11/9/2018,
35100120,AGG BASE CSE A  2,SQ YD,12177.000,WINNEBAGO,2,46903,99,1.83,11/9/2018,
35100300,AGG BASE CSE A  4,SQ YD,1607.000,ADAMS,6,93711,101,8,11/9/2018,
35100300,AGG BASE CSE A  4,SQ YD,1660.000,WINNEBAGO,2,46903,99,5.99,11/9/2018,
35100500,AGG BASE CSE A  6,SQ YD,2729.000,ADAMS,6,93711,101,12,11/9/2018,
35100500,AGG BASE CSE A  6,SQ YD,2793.000,WINNEBAGO,2,46903,99,6.84,11/9/2018,
35100700,AGG BASE CSE A  8,SQ YD,49.000,PEORIA,4,68185,42,34,11/9/2018,
35100700,AGG BASE CSE A  8,SQ YD,53.000,WINNEBAGO,2,46903,99,24.46,11/9/2018,
35101100,AGG BASE CSE A 12,SQ YD,11352.000,MADISON,8,76L41,32,9.7,11/9/2018,
35101100,AGG BASE CSE A 12,SQ YD,20215.000,WINNEBAGO,2,46903,99,12.72,11/9/2018,
35101400,AGG BASE CSE B,TON,2727.000,DUPAGE,1,61E06,78,28.08,11/9/2018,
35101400,AGG BASE CSE B,TON,182.000,PIATT,5,91555,95,35,11/9/2018,
35101400,AGG BASE CSE B,TON,15.000,PIATT,5,91580,97,115,11/9/2018,
35101500,AGG BASE CSE B,CU YD,80.000,COOK,1,61F07,85,12,11/9/2018,
35101500,AGG BASE CSE B,CU YD,66.000,KANE,1,61F04,83,52,11/9/2018,
35101600,AGG BASE CSE B  4,SQ YD,1891.000,CHAMPAIGN,5,91576,96,13,11/9/2018,
35101600,AGG BASE CSE B  4,SQ YD,830.000,COOK,1,61F14,87,9,11/9/2018,
35101600,AGG BASE CSE B  4,SQ YD,73.000,KANE,1,61E67,79,8.99,11/9/2018,
35101800,AGG BASE CSE B  6,SQ YD,1268.000,CLINTON,8,76887,58,15,11/9/2018,
35101800,AGG BASE CSE B  6,SQ YD,1228.000,KANE,1,61E67,79,11.66,11/9/2018,
35101800,AGG BASE CSE B  6,SQ YD,2994.000,KANE,1,61F04,83,12.35,11/9/2018,
35101800,AGG BASE CSE B  6,SQ YD,305.000,KANE,1,62B31,36,22,11/9/2018,
35101800,AGG BASE CSE B  6,SQ YD,56.000,KENDALL,3,87665,91,12,11/9/2018,
35101800,AGG BASE CSE B  6,SQ YD,133.000,LAKE,1,62D35,7,12,11/9/2018,
35101800,AGG BASE CSE B  6,SQ YD,65.000,VERMILION,5,70D07,76,50,11/9/2018,
35102300,AGG BASE CSE B 11,SQ YD,298.000,KANE,1,62D43,68,20,11/9/2018,
35300200,PCC BSE CSE  7,SQ YD,2719.000,DUPAGE,1,61E06,78,40,11/9/2018,
35300300,PCC BSE CSE  8,SQ YD,116.000,COOK,1,60X93,4,63,11/9/2018,
35300300,PCC BSE CSE  8,SQ YD,5269.000,PEORIA,4,68185,42,54.5,11/9/2018,
35300400,PCC BSE CSE  9,SQ YD,68.000,COOK,1,60X93,4,73,11/9/2018,
35300500,PCC BSE CSE 10,SQ YD,509.000,COOK,1,61F07,85,65,11/9/2018,
35300500,PCC BSE CSE 10,SQ YD,657.000,LAWRENCE,7,74619,27,93,11/9/2018,
35301400,PCC BSE CSE VAR DP,SQ YD,938.000,PEORIA,4,68185,42,78.5,11/9/2018,
35400200,PCC BASE CSE W  7,SQ YD,57.000,KANE,1,61E67,79,85,11/9/2018,
35400520,PCC BASE CSE W 12,SQ YD,412.000,KANE,1,61E67,79,92,11/9/2018,
35501308,HMA BASE CSE  6,SQ YD,52.000,DUPAGE,1,62F57,11,60.49,11/9/2018,
35501308,HMA BASE CSE  6,SQ YD,193.000,KANE,1,62F16,8,38.5,11/9/2018,
35501312,HMA BASE CSE  7,SQ YD,1066.000,MCHENRY,1,60T13,2,42.02,11/9/2018,
35501313,HMA BASE CSE  7 1/4,SQ YD,3785.000,COOK,1,62A36,5,32,11/9/2018,
35501316,HMA BASE CSE  8,SQ YD,204.000,KANE,1,61E99,81,81,11/9/2018,
35501316,HMA BASE CSE  8,SQ YD,77.000,KANE,1,62B31,36,63,11/9/2018,
35501316,HMA BASE CSE  8,SQ YD,207.000,MCHENRY,1,60T13,2,50.22,11/9/2018,
35501316,HMA BASE CSE  8,SQ YD,14112.000,SANGAMON,6,72B37,22,43.39,11/9/2018,
35501322,HMA BASE CSE  9 1/2,SQ YD,349.000,KANE,1,61E75,80,46,11/9/2018,
35501324,HMA BASE CSE 10,SQ YD,5902.000,SANGAMON,6,72B37,22,63.39,11/9/2018,
35600704,HMA BC WID  7,SQ YD,1063.000,KANE,1,61E67,79,35.74,11/9/2018,
35600705,HMA BC WID  7 1/4,SQ YD,941.000,COOK,1,62A36,5,38,11/9/2018,
