payitem_number,payitem_desc,unit,quantity,county,district,contract,item,awarded_price,letting_date,id
42001300,PROTECTIVE COAT,SQ YD,19617.000,KANE,1,61F04,83,0.01,11/9/2018,
42001300,PROTECTIVE COAT,SQ YD,1335.000,KANE,1,62F16,8,0.01,11/9/2018,
42001300,PROTECTIVE COAT,SQ YD,59.000,KENDALL,3,87665,91,4,11/9/2018,
42001300,PROTECTIVE COAT,SQ YD,149.000,LAWRENCE,7,74619,27,4,11/9/2018,
42001300,PROTECTIVE COAT,SQ YD,12390.000,LIVINGSTON,3,66H50,73,0.01,11/9/2018,
42001300,PROTECTIVE COAT,SQ YD,11352.000,MADISON,8,76L41,32,0.01,11/9/2018,
42001300,PROTECTIVE COAT,SQ YD,27.000,MARSHALL,4,68E12,50,14,11/9/2018,
42001300,PROTECTIVE COAT,SQ YD,210.000,MCHENRY,1,60T13,2,2.56,11/9/2018,
42001300,PROTECTIVE COAT,SQ YD,113.400,PIKE,6,72K66,24,4.74,11/9/2018,
42001300,PROTECTIVE COAT,SQ YD,27499.000,WINNEBAGO,2,64B87,45,0.1,11/9/2018,
42001300,PROTECTIVE COAT,SQ YD,37.500,WOODFORD,4,68E17,35,5,11/9/2018,
42100300,CONT REINF PCC PVT 10,SQ YD,7434.000,LIVINGSTON,3,66H50,73,65,11/9/2018,
42100615,PAVT REINFORCEMENT,SQ YD,7434.000,LIVINGSTON,3,66H50,73,27,11/9/2018,
42100615,PAVT REINFORCEMENT,SQ YD,263.000,MOULTRIE,7,74358,26,38.17,11/9/2018,
42300200,PCC DRIVEWAY PAVT  6,SQ YD,50.000,COOK,1,61F07,85,63,11/9/2018,
42300200,PCC DRIVEWAY PAVT  6,SQ YD,600.000,COOK,1,61F16,88,61,11/9/2018,
42300200,PCC DRIVEWAY PAVT  6,SQ YD,37.000,SANGAMON,6,72B37,22,92.2,11/9/2018,
42300200,PCC DRIVEWAY PAVT  6,SQ YD,811.000,WILL,1,61F19,89,58,11/9/2018,
42300300,PCC DRIVEWAY PAVT  7,SQ YD,1361.000,DUPAGE,1,61E06,78,41,11/9/2018,
42300300,PCC DRIVEWAY PAVT  7,SQ YD,168.000,PEORIA,4,68185,42,89.5,11/9/2018,
42300300,PCC DRIVEWAY PAVT  7,SQ YD,36.000,WINNEBAGO,2,64B87,45,88.5,11/9/2018,
42300400,PCC DRIVEWAY PAVT  8,SQ YD,119.000,ADAMS,6,93711,101,75,11/9/2018,
42300400,PCC DRIVEWAY PAVT  8,SQ YD,178.000,CLINTON,8,76887,58,48,11/9/2018,
42300400,PCC DRIVEWAY PAVT  8,SQ YD,150.000,COOK,1,61F07,85,72,11/9/2018,
42300400,PCC DRIVEWAY PAVT  8,SQ YD,215.000,DUPAGE,1,61E06,78,46,11/9/2018,
42300400,PCC DRIVEWAY PAVT  8,SQ YD,37.000,KANE,1,61E67,79,95,11/9/2018,
42300400,PCC DRIVEWAY PAVT  8,SQ YD,128.000,MCHENRY,1,60T13,2,82,11/9/2018,
42400100,PC CONC SIDEWALK 4,SQ FT,1195.000,ADAMS,6,93711,101,9,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,2108.500,COOK,1,60X79,3,8,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,2152.000,COOK,1,60X93,4,8.5,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,7543.000,COOK,1,61F14,87,5.5,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,35000.000,COOK,1,61F16,88,6,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,950.000,COOK,1,62A36,5,7,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,910.000,COOK,1,62C71,6,8.69,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,55558.000,DUPAGE,1,61E06,78,6,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,1713.000,DUPAGE,1,62F57,11,8,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,6789.500,KANE,1,61E67,79,6.5,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,745.000,KANE,1,61E75,80,9.5,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,10873.000,KANE,1,61E99,81,7.2,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,2047.000,KANE,1,61F04,83,8.5,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,4277.000,KANKAKEE,3,66956,19,6,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,1402.000,LAKE,1,60R79,1,9,11/9/2018,
42400200,PC CONC SIDEWALK 5,SQ FT,12187.000,WINNEBAGO,2,46903,99,6.64,11/9/2018,
42400300,PC CONC SIDEWALK 6,SQ FT,3176.000,ADAMS,6,93711,101,10,11/9/2018,
42400300,PC CONC SIDEWALK 6,SQ FT,17153.000,CHAMPAIGN,5,91576,96,7.5,11/9/2018,
42400300,PC CONC SIDEWALK 6,SQ FT,3000.000,COOK,1,61F16,88,8.35,11/9/2018,
42400400,PC CONC SIDEWALK 7,SQ FT,7732.000,DUPAGE,1,61E06,78,7,11/9/2018,
42400410,PC CONC SIDEWALK 8,SQ FT,550.000,DUPAGE,1,61E06,78,12,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,16.000,ADAMS,6,93711,101,45,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,252.000,CHAMPAIGN,5,91576,96,22,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,190.000,COOK,1,61F07,85,30,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,751.000,COOK,1,61F14,87,25,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,450.000,COOK,1,61F16,88,25,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,325.000,COOK,1,62A36,5,28,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,153.000,COOK,1,62C71,6,26.4,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,1341.000,DUPAGE,1,61E06,78,30,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,194.000,DUPAGE,1,62F57,11,36,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,317.000,KANE,1,61E67,79,32,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,77.000,KANE,1,61E75,80,30,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,700.000,KANE,1,61E99,81,32,11/9/2018,
42400800,DETECTABLE WARNINGS,SQ FT,20.000,WINNEBAGO,2,46903,99,26.09,11/9/2018,
44000100,PAVEMENT REM,SQ YD,151.000,CHAMPAIGN,5,91576,96,26,11/9/2018,
44000100,PAVEMENT REM,SQ YD,7065.800,CLINTON,8,76887,58,10,11/9/2018,
44000100,PAVEMENT REM,SQ YD,5417.000,COOK,1,60X79,3,25,11/9/2018,
44000100,PAVEMENT REM,SQ YD,15410.000,COOK,1,60X93,4,15,11/9/2018,
44000100,PAVEMENT REM,SQ YD,410.000,COOK,1,61F07,85,18,11/9/2018,
44000100,PAVEMENT REM,SQ YD,11300.000,COOK,1,61F16,88,15,11/9/2018,
44000100,PAVEMENT REM,SQ YD,140.000,COOK,1,62A36,5,18,11/9/2018,
44000100,PAVEMENT REM,SQ YD,1947.000,DUPAGE,1,61E06,78,24.05,11/9/2018,
44000100,PAVEMENT REM,SQ YD,202.000,KANE,1,61E75,80,28,11/9/2018,
44000100,PAVEMENT REM,SQ YD,104.000,KANE,1,61E99,81,35,11/9/2018,
44000100,PAVEMENT REM,SQ YD,12967.000,KANE,1,61F04,83,11.5,11/9/2018,
44000100,PAVEMENT REM,SQ YD,4013.000,KANE,1,62B31,36,19,11/9/2018,
44000100,PAVEMENT REM,SQ YD,638.000,KANE,1,62D43,68,15,11/9/2018,
44000100,PAVEMENT REM,SQ YD,17098.000,KANE,1,62F16,8,7.2,11/9/2018,
44000100,PAVEMENT REM,SQ YD,3284.000,KANKAKEE,3,66956,19,10,11/9/2018,
44000100,PAVEMENT REM,SQ YD,2525.000,KENDALL,3,87665,91,7.5,11/9/2018,
44000100,PAVEMENT REM,SQ YD,105.000,LASALLE,3,66A57,39,15,11/9/2018,
44000100,PAVEMENT REM,SQ YD,187.000,LAWRENCE,7,74619,27,30,11/9/2018,
44000100,PAVEMENT REM,SQ YD,7434.000,LIVINGSTON,3,66H50,73,15,11/9/2018,
44000100,PAVEMENT REM,SQ YD,3049.000,LOGAN,6,93721,98,3.69,11/9/2018,
44000100,PAVEMENT REM,SQ YD,3690.000,MCHENRY,1,60T13,2,9.66,11/9/2018,
44000100,PAVEMENT REM,SQ YD,99.000,MOULTRIE,7,74358,26,32.32,11/9/2018,
44000100,PAVEMENT REM,SQ YD,7807.000,PEORIA,4,68185,42,16.25,11/9/2018,
44000100,PAVEMENT REM,SQ YD,325.000,PIATT,5,91555,95,16,11/9/2018,
44000100,PAVEMENT REM,SQ YD,100.000,UNION,9,78697,65,55.21,11/9/2018,
44000100,PAVEMENT REM,SQ YD,5476.000,WILL,1,61F19,89,4,11/9/2018,
44000100,PAVEMENT REM,SQ YD,6119.000,WILLIAMSON,9,78363,59,13.17,11/9/2018,
44000100,PAVEMENT REM,SQ YD,101.000,WINNEBAGO,2,46903,99,6.55,11/9/2018,
44000100,PAVEMENT REM,SQ YD,75772.000,WINNEBAGO,2,64B87,45,7.35,11/9/2018,
44000152,HMA SURF REM      3/4,SQ YD,937.300,HENRY,2,64M78,46,9,11/9/2018,
44000153,HMA SURF REM    1,SQ YD,10075.000,KANE,1,61F11,86,1.3,11/9/2018,
44000155,HMA SURF REM    1 1/2,SQ YD,9040.000,CHRISTIAN,6,72K71,53,2.65,11/9/2018,
44000155,HMA SURF REM    1 1/2,SQ YD,1158.000,KANE,1,62D43,68,3,11/9/2018,
44000155,HMA SURF REM    1 1/2,SQ YD,12696.000,KANKAKEE,3,66956,19,1.75,11/9/2018,
44000155,HMA SURF REM    1 1/2,SQ YD,149.000,LAWRENCE,7,74619,27,50,11/9/2018,
44000155,HMA SURF REM    1 1/2,SQ YD,3380.000,MADISON,8,76L41,32,3,11/9/2018,
44000155,HMA SURF REM    1 1/2,SQ YD,324.000,MOULTRIE,7,74358,26,7.71,11/9/2018,
44000155,HMA SURF REM    1 1/2,SQ YD,2501.000,PIATT,5,91580,97,4,11/9/2018,
44000155,HMA SURF REM    1 1/2,SQ YD,2900.000,VERMILION,5,70D07,76,5,11/9/2018,
44000155,HMA SURF REM    1 1/2,SQ YD,201.000,WINNEBAGO,2,46903,99,17.94,11/9/2018,
44000156,HMA SURF REM    1 3/4,SQ YD,2404.000,COOK,1,61F14,87,1.9,11/9/2018,
44000157,HMA SURF REM    2,SQ YD,141.000,COOK,1,60X93,4,50,11/9/2018,
44000157,HMA SURF REM    2,SQ YD,1325.000,COOK,1,61F16,88,5.8,11/9/2018,
44000157,HMA SURF REM    2,SQ YD,148.000,JOHNSON,9,78653,62,35,11/9/2018,
44000157,HMA SURF REM    2,SQ YD,158.000,KANE,1,61F04,83,39,11/9/2018,
44000157,HMA SURF REM    2,SQ YD,953.000,KANE,1,62F16,8,4.85,11/9/2018,
44000157,HMA SURF REM    2,SQ YD,492.000,LAKE,1,62D35,7,20,11/9/2018,
44000157,HMA SURF REM    2,SQ YD,268.000,PIKE,6,72K66,24,46.45,11/9/2018,
44000157,HMA SURF REM    2,SQ YD,119546.000,WILLIAMSON,9,78363,59,2.14,11/9/2018,
44000158,HMA SURF REM    2 1/4,SQ YD,52545.000,COOK,1,62C71,6,1.5,11/9/2018,
44000158,HMA SURF REM    2 1/4,SQ YD,485.000,MOULTRIE,7,74358,26,9.61,11/9/2018,
44000158,HMA SURF REM    2 1/4,SQ YD,4027.000,ST. CLAIR,8,76945,31,6.38,11/9/2018,
44000158,HMA SURF REM    2 1/4,SQ YD,21491.000,WILL,1,62G91,37,1.25,11/9/2018,
44000159,HMA SURF REM    2 1/2,SQ YD,11400.000,COOK,1,62A36,5,2.5,11/9/2018,
44000159,HMA SURF REM    2 1/2,SQ YD,6007.000,KANE,1,61E75,80,3,11/9/2018,
44000159,HMA SURF REM    2 1/2,SQ YD,311.000,MADISON,8,76L41,32,3.65,11/9/2018,
44000159,HMA SURF REM    2 1/2,SQ YD,8654.000,MCHENRY,1,60T13,2,3.08,11/9/2018,
44000160,HMA SURF REM    2 3/4,SQ YD,35935.000,COOK,1,61F07,85,1.7,11/9/2018,
44000160,HMA SURF REM    2 3/4,SQ YD,7362.000,DUPAGE,1,62F57,11,4.32,11/9/2018,
44000160,HMA SURF REM    2 3/4,SQ YD,8584.000,KANE,1,61E67,79,3.27,11/9/2018,
44000161,HMA SURF REM    3,SQ YD,37883.000,COOK,1,61F14,87,2.4,11/9/2018,
44000161,HMA SURF REM    3,SQ YD,9141.000,KANE,1,61F11,86,2.35,11/9/2018,
44000164,HMA SURF REM    3 3/4,SQ YD,19440.000,COOK,1,61F07,85,2.35,11/9/2018,
44000164,HMA SURF REM    3 3/4,SQ YD,43247.000,DUPAGE,1,61E06,78,4.51,11/9/2018,
44000182,HMA SURF REM    8,SQ YD,348.900,HENRY,2,64M78,46,17.5,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,119.000,ADAMS,6,93711,101,13.15,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,222.000,CLINTON,8,76887,58,9,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,162.000,COOK,1,60X79,3,25,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,460.000,COOK,1,61F07,85,14,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,1250.000,COOK,1,61F16,88,10,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,3927.000,DUPAGE,1,61E06,78,14.71,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,52.000,DUPAGE,1,62F57,11,23.96,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,241.000,KANE,1,61E67,79,12.75,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,321.000,KANE,1,61F04,83,5,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,163.700,KANE,1,62F16,8,12.96,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,34.000,KENDALL,3,87665,91,7.5,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,713.000,MCHENRY,1,60T13,2,6.62,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,35.000,MCLEAN,5,70752,21,14,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,1654.000,PEORIA,4,68185,42,7,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,37.000,SANGAMON,6,72B37,22,33.46,11/9/2018,
44000200,DRIVE PAVEMENT REM,SQ YD,1039.000,WILL,1,61F19,89,10,11/9/2018,
44000300,CURB REM,FOOT,66.000,COOK,1,60X93,4,5,11/9/2018,
44000300,CURB REM,FOOT,1495.000,COOK,1,61F07,85,5,11/9/2018,
44000400,GUTTER REM,FOOT,1717.000,COOK,1,60X79,3,10,11/9/2018,
44000400,GUTTER REM,FOOT,124.000,COOK,1,60X93,4,5,11/9/2018,
44000400,GUTTER REM,FOOT,1380.000,PEORIA,4,68185,42,5,11/9/2018,
44000400,GUTTER REM,FOOT,1186.000,SANGAMON,6,72B37,22,11.9,11/9/2018,
44000400,GUTTER REM,FOOT,515.000,VERMILION,5,70D07,76,10,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,338.000,CHAMPAIGN,5,91576,96,15,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,1547.000,COOK,1,60X79,3,10,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,1487.000,COOK,1,60X93,4,5,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,1229.000,COOK,1,61F14,87,5,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,6250.000,COOK,1,61F16,88,3.6,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,1275.000,COOK,1,62A36,5,5,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,7729.000,DUPAGE,1,61E06,78,5.63,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,1221.000,KANE,1,61E67,79,5.04,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,973.000,KANE,1,61E75,80,5.75,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,645.000,KANE,1,61E99,81,6.01,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,4430.000,KANE,1,61F04,83,5,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,1058.000,KANE,1,62D43,68,7,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,50.000,KANKAKEE,3,66956,19,8,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,495.000,LAKE,1,60R79,1,9,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,115.000,LASALLE,3,66A57,39,8,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,304.000,MCHENRY,1,60T13,2,3.89,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,260.000,WILL,1,61F19,89,5,11/9/2018,
44000500,COMB CURB GUTTER REM,FOOT,2796.000,WINNEBAGO,2,64B87,45,4.56,11/9/2018,
44000600,SIDEWALK REM,SQ FT,1823.000,CHAMPAIGN,5,91576,96,2,11/9/2018,
44000600,SIDEWALK REM,SQ FT,2196.000,COOK,1,60X79,3,5,11/9/2018,
44000600,SIDEWALK REM,SQ FT,2107.000,COOK,1,60X93,4,2,11/9/2018,
44000600,SIDEWALK REM,SQ FT,3126.000,COOK,1,61F07,85,2,11/9/2018,
44000600,SIDEWALK REM,SQ FT,8218.000,COOK,1,61F14,87,2,11/9/2018,
44000600,SIDEWALK REM,SQ FT,25000.000,COOK,1,61F16,88,1.05,11/9/2018,
44000600,SIDEWALK REM,SQ FT,900.000,COOK,1,62C71,6,3.08,11/9/2018,
44000600,SIDEWALK REM,SQ FT,50240.000,DUPAGE,1,61E06,78,1.47,11/9/2018,
44000600,SIDEWALK REM,SQ FT,1846.000,DUPAGE,1,62F57,11,2.36,11/9/2018,
44000600,SIDEWALK REM,SQ FT,663.000,KANE,1,61E67,79,1.65,11/9/2018,
44000600,SIDEWALK REM,SQ FT,205.000,KANE,1,61E75,80,2,11/9/2018,
44000600,SIDEWALK REM,SQ FT,6581.000,KANE,1,61E99,81,1.5,11/9/2018,
44000600,SIDEWALK REM,SQ FT,397.000,KANE,1,61F04,83,1.75,11/9/2018,
44000600,SIDEWALK REM,SQ FT,1402.000,LAKE,1,60R79,1,3,11/9/2018,
44000600,SIDEWALK REM,SQ FT,8485.000,WILL,1,61F19,89,2,11/9/2018,
44000600,SIDEWALK REM,SQ FT,1538.000,WINNEBAGO,2,46903,99,1.5,11/9/2018,
44001980,CONC BARRIER REMOV,FOOT,80.000,COOK,1,46473,67,95,11/9/2018,
44001980,CONC BARRIER REMOV,FOOT,2540.000,COOK,1,60X79,3,17.38,11/9/2018,
44001980,CONC BARRIER REMOV,FOOT,6685.000,COOK,1,60X93,4,21,11/9/2018,
44001980,CONC BARRIER REMOV,FOOT,140.000,DUPAGE,1,46472,66,345.1,11/9/2018,
44002216,HMA RM OV PATCH 4,SQ YD,19.000,COOK,1,60X79,3,65.29,11/9/2018,
44002220,HMA RM OV PATCH 5,SQ YD,266.000,DUPAGE,1,62F57,11,12.66,11/9/2018,
44003100,MEDIAN REMOVAL,SQ FT,3043.000,COOK,1,60X79,3,5,11/9/2018,
44003100,MEDIAN REMOVAL,SQ FT,144.000,COOK,1,60X93,4,2.5,11/9/2018,
44003100,MEDIAN REMOVAL,SQ FT,2814.000,COOK,1,61F07,85,3,11/9/2018,
44003100,MEDIAN REMOVAL,SQ FT,280.000,KANE,1,61E99,81,9.02,11/9/2018,
44003100,MEDIAN REMOVAL,SQ FT,7197.000,KANE,1,61F04,83,3.02,11/9/2018,
44003100,MEDIAN REMOVAL,SQ FT,3675.000,KANE,1,62D43,68,2,11/9/2018,
44003100,MEDIAN REMOVAL,SQ FT,8673.000,WINNEBAGO,2,64B87,45,0.63,11/9/2018,
44003510,MEDIAN REMOVAL (PD),SQ FT,18656.000,DUPAGE,1,62F57,11,2.56,11/9/2018,
44004000,PAVED DITCH REMOVAL,FOOT,105.000,CHAMPAIGN,5,91550,94,16,11/9/2018,
44004000,PAVED DITCH REMOVAL,FOOT,759.000,LASALLE,3,66A57,39,10,11/9/2018,
44004000,PAVED DITCH REMOVAL,FOOT,60.000,LASALLE,3,66F12,20,65,11/9/2018,
44004000,PAVED DITCH REMOVAL,FOOT,1219.000,PEORIA,4,68185,42,9,11/9/2018,
44004000,PAVED DITCH REMOVAL,FOOT,139.000,SANGAMON,6,72B37,22,7.21,11/9/2018,
44004000,PAVED DITCH REMOVAL,FOOT,94.000,WINNEBAGO,2,46903,99,6.62,11/9/2018,
44004000,PAVED DITCH REMOVAL,FOOT,378.000,WINNEBAGO,2,64B87,45,9.81,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,1172.700,CLINTON,8,76887,58,6,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,290.000,COOK,1,60X79,3,20,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,4704.000,COOK,1,60X93,4,15.5,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,1329.000,HENDERSON,4,68E25,41,25,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,350.000,JACKSON,9,78674,63,17.01,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,1634.000,KANE,1,61E67,79,18.12,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,279.000,KANE,1,61F04,83,14,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,295.000,KANE,1,62B31,36,44,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,225.000,KANE,1,62D43,68,20,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,379.000,KANKAKEE,3,66956,19,10,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,30.000,LAKE,1,60R79,1,18,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,133.000,LAKE,1,62D35,7,12,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,199.000,LASALLE,3,66F12,20,42,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,4956.000,LIVINGSTON,3,66H50,73,10,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,16.000,LIVINGSTON,3,66J49,48,25,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,692.000,MADISON,8,76L41,32,3.25,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,9.000,MARSHALL,4,68E12,50,110,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,1744.000,MCHENRY,1,60T13,2,11.33,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,150.000,PEORIA,4,68185,42,5.5,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,681.000,TAZEWELL,4,68D85,34,31.57,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,50.000,UNION,9,78697,65,49.6,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,31831.000,WILLIAMSON,9,78363,59,3.03,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,36254.000,WINNEBAGO,2,64B87,45,6.58,11/9/2018,
44004250,PAVED SHLD REMOVAL,SQ YD,390.000,WOODFORD,4,68E17,35,26,11/9/2018,
44200050,WELDED WIRE REINF,SQ YD,411.000,LIVINGSTON,3,66H31,47,11,11/9/2018,
44200140,PAVT PATCH T1 12,SQ YD,30.000,CHRISTIAN,6,72K71,53,196.25,11/9/2018,
44200144,PAVT PATCH T2 12,SQ YD,40.000,CHRISTIAN,6,72K71,53,221.5,11/9/2018,
44200144,PAVT PATCH T2 12,SQ YD,302.000,SANGAMON,6,72B37,22,226.13,11/9/2018,
44200148,PAVT PATCH T3 12,SQ YD,16.000,SANGAMON,6,72B37,22,226.13,11/9/2018,
44200150,PAVT PATCH T4 12,SQ YD,27.000,SANGAMON,6,72B37,22,226.17,11/9/2018,
44200573,CL A PATCH T1 12,SQ YD,9.000,JOHNSON,9,78653,62,300,11/9/2018,
44200577,CL A PATCH T2 12,SQ YD,56.000,JOHNSON,9,78653,62,225,11/9/2018,
44200583,CL A PATCH T4 12,SQ YD,698.000,JOHNSON,9,78653,62,175,11/9/2018,
44200926,CL B PATCH T4  7,SQ YD,250.000,COOK,1,61F16,88,40,11/9/2018,
44200944,CL B PATCH T4  8,SQ YD,510.000,MCLEAN,5,70752,21,165,11/9/2018,
44200964,CL B PATCH T4  9,SQ YD,19.000,COOK,1,60X79,3,201.98,11/9/2018,
44201106,CL B PATCH T4 20,SQ YD,57.000,PEORIA,4,68185,42,240,11/9/2018,
44201299,DOWEL BARS 1 1/2,EACH,4720.000,LIVINGSTON,3,66H31,47,15,11/9/2018,
44201299,DOWEL BARS 1 1/2,EACH,24.000,UNION,9,78697,65,24.65,11/9/2018,
44201359,CL C PATCH T4 10,SQ YD,61.000,COOK,1,60X93,4,105,11/9/2018,
44201373,CL C PATCH T1 12,SQ YD,27.000,ADAMS,6,72K89,55,180,11/9/2018,
44201377,CL C PATCH T2 12,SQ YD,297.000,ADAMS,6,72K89,55,135,11/9/2018,
44201381,CL C PATCH T3 12,SQ YD,85.000,ADAMS,6,72K89,55,125,11/9/2018,
44201383,CL C PATCH T4 12,SQ YD,372.000,ADAMS,6,72K89,55,120,11/9/2018,
44201396,CL C PATCH T4 13,SQ YD,220.000,COOK,1,60X79,3,200,11/9/2018,
44201681,CL D PATCH T1  3,SQ YD,12.000,LIVINGSTON,3,66H31,47,90,11/9/2018,
44201682,CL D PATCH T2  3,SQ YD,252.000,LIVINGSTON,3,66H31,47,75,11/9/2018,
44201692,CL D PATCH T2  4,SQ YD,200.000,WILL,1,62G91,37,48.5,11/9/2018,
44201694,CL D PATCH T3  4,SQ YD,330.000,WILL,1,62G91,37,28.5,11/9/2018,
44201696,CL D PATCH T4  4,SQ YD,2675.000,WILL,1,62G91,37,28.5,11/9/2018,
44201713,CL D PATCH T1  6,SQ YD,210.000,KANE,1,61F11,86,45,11/9/2018,
44201717,CL D PATCH T2  6,SQ YD,210.000,KANE,1,61F11,86,45,11/9/2018,
44201721,CL D PATCH T3  6,SQ YD,210.000,KANE,1,61F11,86,45,11/9/2018,
44201723,CL D PATCH T4  6,SQ YD,166.000,COOK,1,60X93,4,135,11/9/2018,
44201723,CL D PATCH T4  6,SQ YD,1469.000,KANE,1,61F11,86,39,11/9/2018,
44201725,CL D PATCH T1  7,SQ YD,50.000,COOK,1,61F16,88,42,11/9/2018,
44201729,CL D PATCH T2  7,SQ YD,50.000,COOK,1,61F16,88,35,11/9/2018,
44201729,CL D PATCH T2  7,SQ YD,20.000,MCHENRY,1,60T13,2,92.25,11/9/2018,
44201733,CL D PATCH T3  7,SQ YD,75.000,COOK,1,61F16,88,30,11/9/2018,
44201733,CL D PATCH T3  7,SQ YD,20.000,MCHENRY,1,60T13,2,82,11/9/2018,
44201735,CL D PATCH T4  7,SQ YD,275.000,COOK,1,61F16,88,30,11/9/2018,
44201735,CL D PATCH T4  7,SQ YD,26.000,MCHENRY,1,60T13,2,75.85,11/9/2018,
44201737,CL D PATCH T1  8,SQ YD,1000.000,COOK,1,61F14,87,22,11/9/2018,
44201741,CL D PATCH T2  8,SQ YD,1000.000,COOK,1,61F14,87,22,11/9/2018,
44201745,CL D PATCH T3  8,SQ YD,1000.000,COOK,1,61F14,87,22,11/9/2018,
